timestamp,meter,energy_kwh
2020-03-01 01:30:00,HM-CU-01,166.0
2020-03-01 01:30:00,HM-SC-01,50.0
2020-03-01 01:30:00,HM-HD-01,0.0
2020-03-01 01:30:00,HM-SU-01,0.0
2020-03-01 01:30:00,HM-TG-03,7.3
2020-03-01 01:30:00,HM-ST-01,0.0
2020-03-01 01:30:00,HM-RC-01,340.0
2020-03-01 01:30:00,HM-TI-01,330.0
2020-03-01 01:30:00,HM-GH-01,0.0
2020-03-01 01:30:00,HM-TG-02,10.1
2020-03-01 02:00:00,HM-GH-01,0.0
2020-03-01 02:00:00,HM-JW-01,100.0
2020-03-01 02:00:00,HM-HD-01,0.0
2020-03-01 02:00:00,HM-TG-03,7.5
2020-03-01 02:00:00,HM-SU-01,0.0
2020-03-01 02:00:00,HM-TG-01,220.0
2020-03-01 02:00:00,HM-HW-01,120.0
2020-03-01 02:00:00,HM-ST-01,0.0
2020-03-01 02:00:00,HM-SC-01,60.0
2020-03-01 02:00:00,HM-RC-01,320.0
2020-03-01 02:00:00,HM-JA-01,100.0
2020-03-01 02:00:00,HM-TI-01,350.0
2020-03-01 02:00:00,HM-RW-01,236.0
2020-03-01 02:00:00,HM-TG-02,10.4
2020-03-01 02:00:00,HM-CU-01,163.0
2020-03-01 02:30:00,HM-RW-01,215.0
2020-03-01 02:30:00,HM-ST-01,0.0
2020-03-01 02:30:00,HM-SC-01,50.0
2020-03-01 02:30:00,HM-HD-01,0.0
2020-03-01 02:30:00,HM-RC-01,360.0
2020-03-01 02:30:00,HM-SU-01,0.0
2020-03-01 02:30:00,HM-JW-01,140.0
2020-03-01 02:30:00,HM-JA-01,70.0
2020-03-01 02:30:00,HM-TG-01,220.0
2020-03-01 02:30:00,HM-TG-02,10.2
2020-03-01 02:30:00,HM-TG-03,7.3
2020-03-01 02:30:00,HM-HW-01,140.0
2020-03-01 02:30:00,HM-TI-01,330.0
2020-03-01 02:30:00,HM-GH-01,0.0
2020-03-01 02:30:00,HM-CU-01,187.0
2020-03-01 03:00:00,HM-ST-01,0.0
2020-03-01 03:00:00,HM-HD-01,0.0
2020-03-01 03:00:00,HM-SC-01,120.0
2020-03-01 03:00:00,HM-TI-01,370.0
2020-03-01 03:00:00,HM-GH-01,0.0
2020-03-01 03:00:00,HM-SU-01,0.0
2020-03-01 03:00:00,HM-RC-01,330.0
2020-03-01 03:00:00,HM-RW-01,236.0
2020-03-01 03:00:00,HM-TG-02,10.9
2020-03-01 03:00:00,HM-CU-01,186.0
2020-03-01 03:00:00,HM-TG-03,7.8
2020-03-01 03:00:00,HM-JW-01,130.0
2020-03-01 03:00:00,HM-HW-01,100.0
2020-03-01 03:00:00,HM-JA-01,100.0
2020-03-01 03:00:00,HM-TG-01,230.0
2020-03-01 03:30:00,HM-HD-01,0.0
2020-03-01 03:30:00,HM-TG-01,220.0
2020-03-01 03:30:00,HM-TG-02,9.7
2020-03-01 03:30:00,HM-SC-01,90.0
2020-03-01 03:30:00,HM-GH-01,0.0
2020-03-01 03:30:00,HM-TG-03,6.8
2020-03-01 03:30:00,HM-JW-01,120.0
2020-03-01 03:30:00,HM-TI-01,320.0
2020-03-01 03:30:00,HM-SU-01,0.0
2020-03-01 03:30:00,HM-ST-01,0.0
2020-03-01 03:30:00,HM-RW-01,207.0
2020-03-01 03:30:00,HM-JA-01,100.0
2020-03-01 03:30:00,HM-RC-01,360.0
2020-03-01 03:30:00,HM-CU-01,163.0
2020-03-01 03:30:00,HM-HW-01,130.0
2020-03-01 04:00:00,HM-TG-02,10.5
2020-03-01 04:00:00,HM-TG-01,230.0
2020-03-01 04:00:00,HM-CU-01,183.0
2020-03-01 04:00:00,HM-SC-01,100.0
2020-03-01 04:00:00,HM-GH-01,0.0
2020-03-01 04:00:00,HM-HW-01,110.0
2020-03-01 04:00:00,HM-TG-03,7.6
2020-03-01 04:00:00,HM-SU-01,0.0
2020-03-01 04:00:00,HM-HD-01,0.0
2020-03-01 04:00:00,HM-JW-01,140.0
2020-03-01 04:00:00,HM-RW-01,217.0
2020-03-01 04:00:00,HM-JA-01,60.0
2020-03-01 04:00:00,HM-ST-01,0.0
2020-03-01 04:00:00,HM-RC-01,320.0
2020-03-01 04:00:00,HM-TI-01,360.0
2020-03-01 04:30:00,HM-JA-01,120.0
2020-03-01 04:30:00,HM-TG-01,240.0
2020-03-01 04:30:00,HM-SU-01,0.0
2020-03-01 04:30:00,HM-RC-01,410.0
2020-03-01 04:30:00,HM-CU-01,183.0
2020-03-01 04:30:00,HM-SC-01,50.0
2020-03-01 04:30:00,HM-GH-01,0.0
2020-03-01 04:30:00,HM-TG-02,10.7
2020-03-01 04:30:00,HM-HW-01,120.0
2020-03-01 04:30:00,HM-HD-01,0.0
2020-03-01 04:30:00,HM-TG-03,7.8
2020-03-01 04:30:00,HM-JW-01,130.0
2020-03-01 04:30:00,HM-RW-01,234.0
2020-03-01 04:30:00,HM-ST-01,0.0
2020-03-01 04:30:00,HM-TI-01,330.0
2020-03-01 05:00:00,HM-SC-01,80.0
2020-03-01 05:00:00,HM-TG-02,10.1
2020-03-01 05:00:00,HM-TI-01,330.0
2020-03-01 05:00:00,HM-CU-01,182.0
2020-03-01 05:00:00,HM-JA-01,90.0
2020-03-01 05:00:00,HM-RC-01,370.0
2020-03-01 05:00:00,HM-TG-01,210.0
2020-03-01 05:00:00,HM-ST-01,0.0
2020-03-01 05:00:00,HM-RW-01,206.0
2020-03-01 05:00:00,HM-GH-01,0.0
2020-03-01 05:00:00,HM-JW-01,130.0
2020-03-01 05:00:00,HM-TG-03,7.4
2020-03-01 05:00:00,HM-HW-01,120.0
2020-03-01 05:00:00,HM-SU-01,0.0
2020-03-01 05:00:00,HM-HD-01,0.0
2020-03-01 05:30:00,HM-ST-01,0.0
2020-03-01 05:30:00,HM-RW-01,230.0
2020-03-01 05:30:00,HM-JW-01,120.0
2020-03-01 05:30:00,HM-RC-01,340.0
2020-03-01 05:30:00,HM-TI-01,350.0
2020-03-01 05:30:00,HM-TG-03,6.8
2020-03-01 05:30:00,HM-SU-01,0.0
2020-03-01 05:30:00,HM-GH-01,0.0
2020-03-01 05:30:00,HM-TG-02,9.9
2020-03-01 05:30:00,HM-SC-01,20.0
2020-03-01 05:30:00,HM-CU-01,163.0
2020-03-01 05:30:00,HM-JA-01,150.0
2020-03-01 05:30:00,HM-TG-01,200.0
2020-03-01 05:30:00,HM-HW-01,120.0
2020-03-01 05:30:00,HM-HD-01,0.0
2020-03-01 06:00:00,HM-HW-01,110.0
2020-03-01 06:00:00,HM-RC-01,370.0
2020-03-01 06:00:00,HM-SC-01,60.0
2020-03-01 06:00:00,HM-JA-01,240.0
2020-03-01 06:00:00,HM-ST-01,0.0
2020-03-01 06:00:00,HM-TI-01,320.0
2020-03-01 06:00:00,HM-TG-02,10.1
2020-03-01 06:00:00,HM-RW-01,207.0
2020-03-01 06:00:00,HM-JW-01,140.0
2020-03-01 06:00:00,HM-HD-01,73.1
2020-03-01 06:00:00,HM-CU-01,179.0
2020-03-01 06:00:00,HM-SU-01,0.0
2020-03-01 06:00:00,HM-TG-01,230.0
2020-03-01 06:00:00,HM-GH-01,0.0
2020-03-01 06:00:00,HM-TG-03,7.2
2020-03-01 06:30:00,HM-TG-02,10.0
2020-03-01 06:30:00,HM-RW-01,231.0
2020-03-01 06:30:00,HM-ST-01,0.0
2020-03-01 06:30:00,HM-HD-01,102.0
2020-03-01 06:30:00,HM-GH-01,0.0
2020-03-01 06:30:00,HM-HW-01,120.0
2020-03-01 06:30:00,HM-JA-01,200.0
2020-03-01 06:30:00,HM-TI-01,370.0
2020-03-01 06:30:00,HM-TG-01,280.0
2020-03-01 06:30:00,HM-SU-01,0.0
2020-03-01 06:30:00,HM-JW-01,120.0
2020-03-01 06:30:00,HM-CU-01,191.0
2020-03-01 06:30:00,HM-TG-03,7.2
2020-03-01 06:30:00,HM-SC-01,40.0
2020-03-01 06:30:00,HM-RC-01,380.0
2020-03-01 07:00:00,HM-GH-01,150.0
2020-03-01 07:00:00,HM-TG-02,10.7
2020-03-01 07:00:00,HM-TG-03,7.8
2020-03-01 07:00:00,HM-SC-01,150.0
2020-03-01 07:00:00,HM-RC-01,390.0
2020-03-01 07:00:00,HM-JA-01,150.0
2020-03-01 07:00:00,HM-JW-01,140.0
2020-03-01 07:00:00,HM-ST-01,0.0
2020-03-01 07:00:00,HM-SU-01,66.0
2020-03-01 07:00:00,HM-HD-01,83.1
2020-03-01 07:00:00,HM-RW-01,219.0
2020-03-01 07:00:00,HM-CU-01,0.0
2020-03-01 07:00:00,HM-TG-01,230.0
2020-03-01 07:00:00,HM-HW-01,120.0
2020-03-01 07:00:00,HM-TI-01,400.0
2020-03-01 07:30:00,HM-TG-02,10.3
2020-03-01 07:30:00,HM-TG-03,7.3
2020-03-01 07:30:00,HM-JW-01,160.0
2020-03-01 07:30:00,HM-RC-01,330.0
2020-03-01 07:30:00,HM-TG-01,260.0
2020-03-01 07:30:00,HM-TI-01,440.0
2020-03-01 07:30:00,HM-ST-01,0.0
2020-03-01 07:30:00,HM-SU-01,nan
2020-03-01 07:30:00,HM-HW-01,140.0
2020-03-01 07:30:00,HM-JA-01,210.0
2020-03-01 07:30:00,HM-RW-01,245.0
2020-03-01 07:30:00,HM-GH-01,1190.0
2020-03-01 07:30:00,HM-HD-01,38.7
2020-03-01 07:30:00,HM-CU-01,0.0
2020-03-01 07:30:00,HM-SC-01,150.0
2020-03-01 08:00:00,HM-TG-01,290.0
2020-03-01 08:00:00,HM-RC-01,410.0
2020-03-01 08:00:00,HM-HD-01,62.3
2020-03-01 08:00:00,HM-SC-01,190.0
2020-03-01 08:00:00,HM-RW-01,247.0
2020-03-01 08:00:00,HM-TG-02,9.6
2020-03-01 08:00:00,HM-CU-01,0.0
2020-03-01 08:00:00,HM-TI-01,400.0
2020-03-01 08:00:00,HM-HW-01,120.0
2020-03-01 08:00:00,HM-JA-01,190.0
2020-03-01 08:00:00,HM-SU-01,nan
2020-03-01 08:00:00,HM-GH-01,640.0
2020-03-01 08:00:00,HM-ST-01,860.0
2020-03-01 08:00:00,HM-TG-03,6.5
2020-03-01 08:00:00,HM-JW-01,140.0
2020-03-01 08:30:00,HM-TG-02,10.0
2020-03-01 08:30:00,HM-GH-01,320.0
2020-03-01 08:30:00,HM-TI-01,520.0
2020-03-01 08:30:00,HM-RC-01,1050.0
2020-03-01 08:30:00,HM-SU-01,nan
2020-03-01 08:30:00,HM-JW-01,160.0
2020-03-01 08:30:00,HM-HD-01,32.9
2020-03-01 08:30:00,HM-JA-01,170.0
2020-03-01 08:30:00,HM-ST-01,540.0
2020-03-01 08:30:00,HM-TG-01,260.0
2020-03-01 08:30:00,HM-CU-01,0.0
2020-03-01 08:30:00,HM-SC-01,170.0
2020-03-01 08:30:00,HM-TG-03,5.6
2020-03-01 08:30:00,HM-HW-01,140.0
2020-03-01 08:30:00,HM-RW-01,251.0
2020-03-01 09:00:00,HM-HW-01,110.0
2020-03-01 09:00:00,HM-JA-01,150.0
2020-03-01 09:00:00,HM-SU-01,nan
2020-03-01 09:00:00,HM-CU-01,0.0
2020-03-01 09:00:00,HM-TI-01,480.0
2020-03-01 09:00:00,HM-GH-01,310.0
2020-03-01 09:00:00,HM-JW-01,140.0
2020-03-01 09:00:00,HM-TG-02,10.2
2020-03-01 09:00:00,HM-HD-01,65.8
2020-03-01 09:00:00,HM-SC-01,380.0
2020-03-01 09:00:00,HM-TG-01,260.0
2020-03-01 09:00:00,HM-RC-01,620.0
2020-03-01 09:00:00,HM-ST-01,310.0
2020-03-01 09:00:00,HM-RW-01,231.0
2020-03-01 09:00:00,HM-TG-03,7.0
2020-03-01 09:30:00,HM-JA-01,170.0
2020-03-01 09:30:00,HM-TG-03,8.2
2020-03-01 09:30:00,HM-CU-01,0.0
2020-03-01 09:30:00,HM-GH-01,410.0
2020-03-01 09:30:00,HM-TG-01,250.0
2020-03-01 09:30:00,HM-JW-01,150.0
2020-03-01 09:30:00,HM-HW-01,120.0
2020-03-01 09:30:00,HM-RW-01,253.0
2020-03-01 09:30:00,HM-TG-02,11.0
2020-03-01 09:30:00,HM-HD-01,38.1
2020-03-01 09:30:00,HM-SC-01,290.0
2020-03-01 09:30:00,HM-SU-01,nan
2020-03-01 09:30:00,HM-TI-01,540.0
2020-03-01 09:30:00,HM-ST-01,280.0
2020-03-01 09:30:00,HM-RC-01,600.0
2020-03-01 10:00:00,HM-CU-01,0.0
2020-03-01 10:00:00,HM-RC-01,560.0
2020-03-01 10:00:00,HM-HW-01,130.0
2020-03-01 10:00:00,HM-TG-03,7.8
2020-03-01 10:00:00,HM-JW-01,130.0
2020-03-01 10:00:00,HM-ST-01,280.0
2020-03-01 10:00:00,HM-JA-01,180.0
2020-03-01 10:00:00,HM-RW-01,216.0
2020-03-01 10:00:00,HM-TG-02,9.8
2020-03-01 10:00:00,HM-TG-01,270.0
2020-03-01 10:00:00,HM-GH-01,400.0
2020-03-01 10:00:00,HM-TI-01,440.0
2020-03-01 10:00:00,HM-SU-01,84.0
2020-03-01 10:00:00,HM-SC-01,200.0
2020-03-01 10:00:00,HM-HD-01,77.6
2020-03-01 10:30:00,HM-CU-01,0.0
2020-03-01 10:30:00,HM-RW-01,227.0
2020-03-01 10:30:00,HM-RC-01,550.0
2020-03-01 10:30:00,HM-SC-01,140.0
2020-03-01 10:30:00,HM-HW-01,100.0
2020-03-01 10:30:00,HM-HD-01,37.1
2020-03-01 10:30:00,HM-TG-01,250.0
2020-03-01 10:30:00,HM-JW-01,130.0
2020-03-01 10:30:00,HM-TG-03,8.6
2020-03-01 10:30:00,HM-GH-01,330.0
2020-03-01 10:30:00,HM-TG-02,11.0
2020-03-01 10:30:00,HM-TI-01,500.0
2020-03-01 10:30:00,HM-SU-01,79.0
2020-03-01 10:30:00,HM-JA-01,140.0
2020-03-01 10:30:00,HM-ST-01,270.0
2020-03-01 11:00:00,HM-TI-01,440.0
2020-03-01 11:00:00,HM-GH-01,300.0
2020-03-01 11:00:00,HM-CU-01,0.0
2020-03-01 11:00:00,HM-RW-01,230.0
2020-03-01 11:00:00,HM-JA-01,160.0
2020-03-01 11:00:00,HM-SC-01,0.0
2020-03-01 11:00:00,HM-TG-01,230.0
2020-03-01 11:00:00,HM-RC-01,600.0
2020-03-01 11:00:00,HM-SU-01,76.0
2020-03-01 11:00:00,HM-JW-01,120.0
2020-03-01 11:00:00,HM-TG-03,7.1
2020-03-01 11:00:00,HM-HW-01,120.0
2020-03-01 11:00:00,HM-HD-01,38.3
2020-03-01 11:00:00,HM-TG-02,9.7
2020-03-01 11:00:00,HM-ST-01,250.0
2020-03-01 11:30:00,HM-TI-01,480.0
2020-03-01 11:30:00,HM-HD-01,73.4
2020-03-01 11:30:00,HM-TG-03,7.7
2020-03-01 11:30:00,HM-GH-01,290.0
2020-03-01 11:30:00,HM-CU-01,0.0
2020-03-01 11:30:00,HM-ST-01,270.0
2020-03-01 11:30:00,HM-TG-01,250.0
2020-03-01 11:30:00,HM-JA-01,160.0
2020-03-01 11:30:00,HM-SC-01,0.0
2020-03-01 11:30:00,HM-TG-02,10.6
2020-03-01 11:30:00,HM-SU-01,77.0
2020-03-01 11:30:00,HM-HW-01,110.0
2020-03-01 11:30:00,HM-RC-01,540.0
2020-03-01 11:30:00,HM-JW-01,130.0
2020-03-01 11:30:00,HM-RW-01,226.0
2020-03-01 12:00:00,HM-SC-01,0.0
2020-03-01 12:00:00,HM-JA-01,170.0
2020-03-01 12:00:00,HM-RW-01,225.0
2020-03-01 12:00:00,HM-TG-03,7.3
2020-03-01 12:00:00,HM-TI-01,470.0
2020-03-01 12:00:00,HM-ST-01,270.0
2020-03-01 12:00:00,HM-TG-02,10.6
2020-03-01 12:00:00,HM-JW-01,120.0
2020-03-01 12:00:00,HM-RC-01,590.0
2020-03-01 12:00:00,HM-SU-01,101.0
2020-03-01 12:00:00,HM-HW-01,140.0
2020-03-01 12:00:00,HM-CU-01,0.0
2020-03-01 12:00:00,HM-GH-01,340.0
2020-03-01 12:00:00,HM-HD-01,38.9
2020-03-01 12:00:00,HM-TG-01,280.0
2020-03-01 12:30:00,HM-CU-01,0.0
2020-03-01 12:30:00,HM-HD-01,35.9
2020-03-01 12:30:00,HM-ST-01,230.0
2020-03-01 12:30:00,HM-JA-01,150.0
2020-03-01 12:30:00,HM-TG-03,7.0
2020-03-01 12:30:00,HM-HW-01,100.0
2020-03-01 12:30:00,HM-SU-01,76.0
2020-03-01 12:30:00,HM-SC-01,0.0
2020-03-01 12:30:00,HM-GH-01,290.0
2020-03-01 12:30:00,HM-TG-02,10.2
2020-03-01 12:30:00,HM-TI-01,450.0
2020-03-01 12:30:00,HM-JW-01,130.0
2020-03-01 12:30:00,HM-RW-01,221.0
2020-03-01 12:30:00,HM-RC-01,580.0
2020-03-01 12:30:00,HM-TG-01,220.0
2020-03-01 13:00:00,HM-RC-01,570.0
2020-03-01 13:00:00,HM-GH-01,350.0
2020-03-01 13:00:00,HM-HW-01,120.0
2020-03-01 13:00:00,HM-ST-01,270.0
2020-03-01 13:00:00,HM-TI-01,490.0
2020-03-01 13:00:00,HM-TG-03,8.1
2020-03-01 13:00:00,HM-CU-01,0.0
2020-03-01 13:00:00,HM-SU-01,77.0
2020-03-01 13:00:00,HM-RW-01,226.0
2020-03-01 13:00:00,HM-TG-01,240.0
2020-03-01 13:00:00,HM-JA-01,180.0
2020-03-01 13:00:00,HM-TG-02,10.9
2020-03-01 13:00:00,HM-HD-01,72.9
2020-03-01 13:00:00,HM-SC-01,0.0
2020-03-01 13:00:00,HM-JW-01,200.0
2020-03-01 13:30:00,HM-JA-01,110.0
2020-03-01 13:30:00,HM-TG-01,240.0
2020-03-01 13:30:00,HM-ST-01,250.0
2020-03-01 13:30:00,HM-JW-01,140.0
2020-03-01 13:30:00,HM-TI-01,460.0
2020-03-01 13:30:00,HM-TG-02,9.8
2020-03-01 13:30:00,HM-RC-01,450.0
2020-03-01 13:30:00,HM-HW-01,110.0
2020-03-01 13:30:00,HM-SU-01,79.0
2020-03-01 13:30:00,HM-CU-01,0.0
2020-03-01 13:30:00,HM-SC-01,0.0
2020-03-01 13:30:00,HM-RW-01,228.0
2020-03-01 13:30:00,HM-HD-01,36.0
2020-03-01 13:30:00,HM-TG-03,6.7
2020-03-01 13:30:00,HM-GH-01,310.0
2020-03-01 14:00:00,HM-TG-01,210.0
2020-03-01 14:00:00,HM-TG-02,10.2
2020-03-01 14:00:00,HM-ST-01,240.0
2020-03-01 14:00:00,HM-HD-01,39.3
2020-03-01 14:00:00,HM-CU-01,0.0
2020-03-01 14:00:00,HM-TG-03,7.4
2020-03-01 14:00:00,HM-RW-01,231.0
2020-03-01 14:00:00,HM-SC-01,0.0
2020-03-01 14:00:00,HM-JA-01,170.0
2020-03-01 14:00:00,HM-JW-01,120.0
2020-03-01 14:00:00,HM-SU-01,75.0
2020-03-01 14:00:00,HM-TI-01,460.0
2020-03-01 14:00:00,HM-HW-01,110.0
2020-03-01 14:00:00,HM-RC-01,420.0
2020-03-01 14:00:00,HM-GH-01,310.0
2020-03-01 14:30:00,HM-HD-01,73.1
2020-03-01 14:30:00,HM-TI-01,480.0
2020-03-01 14:30:00,HM-TG-01,270.0
2020-03-01 14:30:00,HM-ST-01,260.0
2020-03-01 14:30:00,HM-CU-01,0.0
2020-03-01 14:30:00,HM-JW-01,140.0
2020-03-01 14:30:00,HM-HW-01,110.0
2020-03-01 14:30:00,HM-RC-01,420.0
2020-03-01 14:30:00,HM-JA-01,170.0
2020-03-01 14:30:00,HM-RW-01,225.0
2020-03-01 14:30:00,HM-SU-01,76.0
2020-03-01 14:30:00,HM-GH-01,320.0
2020-03-01 14:30:00,HM-TG-03,7.7
2020-03-01 14:30:00,HM-SC-01,0.0
2020-03-01 14:30:00,HM-TG-02,10.6
2020-03-01 15:00:00,HM-HD-01,36.0
2020-03-01 15:00:00,HM-TG-01,250.0
2020-03-01 15:00:00,HM-ST-01,230.0
2020-03-01 15:00:00,HM-TG-03,7.7
2020-03-01 15:00:00,HM-CU-01,0.0
2020-03-01 15:00:00,HM-GH-01,380.0
2020-03-01 15:00:00,HM-JW-01,120.0
2020-03-01 15:00:00,HM-SC-01,0.0
2020-03-01 15:00:00,HM-RC-01,440.0
2020-03-01 15:00:00,HM-JA-01,140.0
2020-03-01 15:00:00,HM-HW-01,100.0
2020-03-01 15:00:00,HM-SU-01,75.0
2020-03-01 15:00:00,HM-RW-01,219.0
2020-03-01 15:00:00,HM-TI-01,440.0
2020-03-01 15:00:00,HM-TG-02,11.0
2020-03-01 15:30:00,HM-TG-02,9.7
2020-03-01 15:30:00,HM-TG-01,200.0
2020-03-01 15:30:00,HM-TI-01,390.0
2020-03-01 15:30:00,HM-CU-01,0.0
2020-03-01 15:30:00,HM-GH-01,390.0
2020-03-01 15:30:00,HM-HW-01,110.0
2020-03-01 15:30:00,HM-ST-01,240.0
2020-03-01 15:30:00,HM-HD-01,73.2
2020-03-01 15:30:00,HM-TG-03,7.0
2020-03-01 15:30:00,HM-JW-01,120.0
2020-03-01 15:30:00,HM-RC-01,380.0
2020-03-01 15:30:00,HM-JA-01,170.0
2020-03-01 15:30:00,HM-RW-01,190.0
2020-03-01 15:30:00,HM-SC-01,0.0
2020-03-01 15:30:00,HM-SU-01,78.0
2020-03-01 16:00:00,HM-SU-01,73.0
2020-03-01 16:00:00,HM-GH-01,370.0
2020-03-01 16:00:00,HM-HD-01,36.9
2020-03-01 16:00:00,HM-TG-03,7.3
2020-03-01 16:00:00,HM-RW-01,208.0
2020-03-01 16:00:00,HM-SC-01,0.0
2020-03-01 16:00:00,HM-TG-01,220.0
2020-03-01 16:00:00,HM-TI-01,420.0
2020-03-01 16:00:00,HM-HW-01,110.0
2020-03-01 16:00:00,HM-JA-01,150.0
2020-03-01 16:00:00,HM-RC-01,410.0
2020-03-01 16:00:00,HM-JW-01,130.0
2020-03-01 16:00:00,HM-ST-01,250.0
2020-03-01 16:00:00,HM-CU-01,0.0
2020-03-01 16:00:00,HM-TG-02,10.5
2020-03-01 16:30:00,HM-TI-01,420.0
2020-03-01 16:30:00,HM-RW-01,221.0
2020-03-01 16:30:00,HM-TG-03,7.4
2020-03-01 16:30:00,HM-SU-01,99.0
2020-03-01 16:30:00,HM-TG-01,250.0
2020-03-01 16:30:00,HM-JW-01,140.0
2020-03-01 16:30:00,HM-HW-01,100.0
2020-03-01 16:30:00,HM-RC-01,450.0
2020-03-01 16:30:00,HM-GH-01,280.0
2020-03-01 16:30:00,HM-HD-01,35.6
2020-03-01 16:30:00,HM-TG-02,10.2
2020-03-01 16:30:00,HM-JA-01,180.0
2020-03-01 16:30:00,HM-ST-01,220.0
2020-03-01 16:30:00,HM-SC-01,0.0
2020-03-01 16:30:00,HM-CU-01,0.0
2020-03-01 17:00:00,HM-RC-01,460.0
2020-03-01 17:00:00,HM-JA-01,160.0
2020-03-01 17:00:00,HM-ST-01,250.0
2020-03-01 17:00:00,HM-SC-01,0.0
2020-03-01 17:00:00,HM-CU-01,0.0
2020-03-01 17:00:00,HM-SU-01,77.0
2020-03-01 17:00:00,HM-HW-01,110.0
2020-03-01 17:00:00,HM-TG-03,7.2
2020-03-01 17:00:00,HM-TI-01,520.0
2020-03-01 17:00:00,HM-HD-01,74.7
2020-03-01 17:00:00,HM-TG-01,250.0
2020-03-01 17:00:00,HM-TG-02,10.5
2020-03-01 17:00:00,HM-GH-01,300.0
2020-03-01 17:00:00,HM-RW-01,219.0
2020-03-01 17:00:00,HM-JW-01,140.0
2020-03-01 17:30:00,HM-TG-03,7.0
2020-03-01 17:30:00,HM-SC-01,0.0
2020-03-01 17:30:00,HM-JA-01,150.0
2020-03-01 17:30:00,HM-HD-01,28.7
2020-03-01 17:30:00,HM-RC-01,380.0
2020-03-01 17:30:00,HM-GH-01,270.0
2020-03-01 17:30:00,HM-JW-01,170.0
2020-03-01 17:30:00,HM-RW-01,222.0
2020-03-01 17:30:00,HM-TG-01,220.0
2020-03-01 17:30:00,HM-TI-01,450.0
2020-03-01 17:30:00,HM-TG-02,9.7
2020-03-01 17:30:00,HM-HW-01,110.0
2020-03-01 17:30:00,HM-CU-01,0.0
2020-03-01 17:30:00,HM-ST-01,260.0
2020-03-01 17:30:00,HM-SU-01,75.0
2020-03-01 18:00:00,HM-TG-02,10.9
2020-03-01 18:00:00,HM-RC-01,420.0
2020-03-01 18:00:00,HM-GH-01,300.0
2020-03-01 18:00:00,HM-HD-01,26.5
2020-03-01 18:00:00,HM-SU-01,48.0
2020-03-01 18:00:00,HM-JW-01,140.0
2020-03-01 18:00:00,HM-TI-01,490.0
2020-03-01 18:00:00,HM-ST-01,260.0
2020-03-01 18:00:00,HM-RW-01,224.0
2020-03-01 18:00:00,HM-SC-01,0.0
2020-03-01 18:00:00,HM-CU-01,176.0
2020-03-01 18:00:00,HM-HW-01,130.0
2020-03-01 18:00:00,HM-TG-03,7.7
2020-03-01 18:00:00,HM-JA-01,170.0
2020-03-01 18:00:00,HM-TG-01,300.0
2020-03-01 18:30:00,HM-SU-01,0.0
2020-03-01 18:30:00,HM-HW-01,120.0
2020-03-01 18:30:00,HM-TG-03,7.0
